,tvdb_id,aired_season,aired_episode,name,first_aired,overview,series_tvdb_id,rating,imdb_id,tvdb_avg_rating,tvdb_ratings,first_seen
753,272180,2,5,Charity,2002-10-28,"It's Comic Relief Day and the staff of Werhnam Hogg all do their bit to raise money including Dawn, whose 'kisses for 1' stand finally provides Tim with the opportunity he's been waiting for. But when David can only produce a draft of his new gameshow concept in place of an important company report, Neil and Jennifer draw the line and inform him that he is being made redundant.",78107,TV-14,tt0664500,7.9,485,2019-11-08 08:17:33
754,272181,2,6,Interview,2002-11-04,"Although slightly peeved that the staff seem to be taking his redundancy in their stride, David's spirits remain high as he plans his future while also being interviewed for an article in 'Inside Paper'. Tim takes drastic action when he learns that Dawn has resigned in order to move to the USA with boyfriend Lee. However, when David is told that his services as a motivational speaker are also no longer required he sinks to his lowest ebb and begs Neil to reconsider the dismissal. But is it too late?",78107,TV-14,tt0664501,7.8,430,2019-11-08 14:25:08
755,277861,1,1,Pilot,2002-03-12,"While the Strike Team ramps up their control of the streets, David tried to crack corruption in the Barn by recruiting Terry to help him take down Vic, only to result in Terry's death.  Meanwhile, Dutch and Claudette investigate the murder of Nancy Reborg only to discover her missing daughter has been sold off by her addict father to a child molester.",78261,TV-MA,tt0699523,7.9,1362,2018-02-04 12:51:02
756,277862,1,2,Our Gang,2002-03-19,"Internal Affairs investigates the shooting death of Det. Crowley, but Aceveda speaks starts his own investigation. Meanwhile, Claudette and Dutch investigate the shooting of a churro vendor that ends up in the Strike Team busting up a gang initiation",78261,TV-MA,tt0699520,7.6,1159,2018-02-11 19:34:36
757,277863,1,3,The Spread,2002-03-26,"In a routine sweep to nab every outstanding suspect, the detectives divvy up the warrants. But when they cast their nets, they bring up far bigger fish than expected. Danny and Julien uncover a gun-smuggling operation; and Mackey and his team encounter a pro-basketball star who's in town to play the Lakers, when they bust in on drug dealers. Meanwhile, Claudette and Dutch try to catch a man who has been raping women in an attempt to procreate.",78261,TV-MA,tt0699538,7.2,1014,2018-02-11 19:52:35
758,277864,1,4,Dawg Days,2002-04-02,"Mackey attempts to broker a peace agreement between rival rappers whose feud is spilling into the streets.  Danny is attacked after identifying a shooter, Julien helps a woman whose son's body has been stolen, and Dutch and Claudette search for a mission migrant worker.  Meanwhile, Capt. Aceveda finds a powerful ally in ""Kingmaker"" Jorge Machado.",78261,TV-MA,tt0699499,7.1,1187,2018-02-21 20:45:02
759,277865,1,5,Blowback,2002-04-09,"David insists that Vic take uniformed cops in with them to bust an Armenian gang's drug delivery. After the bust, Julien sees the Team take a portion of the drugs for themselves.   But in the end Shane ends up having the drugs and the vehicle they're in stolen from them.  While the search for the drugs and the truck goes on, Mackey learns that his son is autistic.",78261,TV-MA,tt0699488,7.3,1015,2018-02-21 21:08:09
760,277866,1,6,Cherrypoppers,2002-04-16,"When the body of a young hooker is found in the district, Dutch and Claudette get the full resources of the Barn for 24 hours and the help of the FBI to search for Dutch's serial killer. Meanwhile, The Strike Force busts an underage prostitution ring, and Capt. Acevaeda continues to investigate Mackey.",78261,TV-MA,tt0699493,7.4,812,2018-03-07 16:14:12
761,277867,1,7,Pay in Pain,2002-04-23,"When Mackey and Vendrell hook up with a cop from another precinct to investigate the shooting, Vendrell sets off an explosive confrontation with a suspect by making a racial slur. And Mackey seldom a paragon of restraint defuses the situation. But before this tense hour is over, Mackey's complex relationship with Vendrell becomes even more complicated. Meanwhile, Dutch and Wyms search for a serial killer and bring in a psychic on a complaint from the son of one of her clients, and David calls internal affairs after getting Julien's affidavit.",78261,TV-MA,tt0699522,7.4,957,2018-03-08 09:12:31
762,277868,1,8,Cupid & Psycho,2002-04-30,"Allegations against the Strike Team are front-page news, and the team is broken up pending the investigation.  Mackey threatens to reveal that Officer Lowe is gay if he won't recant his statement about the Strike Team.  In the meantime, Vic and Claudette find themselves following the trail of a batch of ""cupid"" meth, while Shane and Dutch try to get along on a case.",78261,TV-MA,tt0699497,7.4,841,2018-03-10 19:28:16
763,277869,1,9,Throwaway,2002-05-07,"A planted gun in a truck-jacking case causes complications for the Strike Team, and now they're left to clean up their own mess. While the rift between Officers Lowe and Sofer deepens, causing Capt. Aceveda to intervene. Also, Detective Wyms deals with the mess of her family during a visit from her daughter.",78261,TV-MA,tt0699539,7.2,725,2018-03-11 13:08:32
764,277870,1,10,Dragonchasers,2002-05-14,"Mackey helps Connie quit using crack cold-turkey in her desperate attempt to keep her son, leaving Vendrell and Lemansky to investigate a strip-club mugging ring. Meanwhile, Dutch follows his instincts on a serial killer case and Danny is bitten by an HIV-infected perpetrator.",78261,TV-MA,tt0699504,7.6,811,2018-03-11 13:09:16
765,277871,1,11,Carnivores,2002-05-21,"The Strike Team mediates a dispute between Rondell Robinson and the Nation of Islam while Wagenbach and Wyms investigate a brutal home invasion in the tight lipped Korean community. Aceveda revisits his past.
",78261,TV-MA,tt0699491,7.4,841,2018-03-12 21:56:58
766,277872,1,12,Two Days of Blood,2002-05-28,"While Vic answers Assistant Chief Gilroy's call for help in covering up a hit and run before Dutch intuits the facts of the case, Shane and Lemmonhead follow the trail of a gunrunner with a penchant for cockfights.  Meanwhile, Aceveda turns to Claudette after a double homicide raises ire and fear within an ignored community.",78261,TV-MA,tt0699541,7.5,812,2018-03-14 12:54:07
767,277873,1,13,Circles,2002-06-04,"In the aftermath of a riot, cops are being lured into ambush shootings by a rash of bogus 911 calls. Surprisingly Mackey and Captain Aceveda must work together to stop these attacks and solve the problems in The Grove, while Assistant Chief Gilroy tries to pit the two against each other to save his own job.",78261,TV-MA,tt0699494,8.0,899,2018-03-14 17:11:30
768,277874,2,1,The Quick Fix,2003-01-07,"While Vic searches for his wife and children, the Strike Team allow more drugs into Farmington through a corrupt connection.  But when their latest shipment turns bad, the head to Tijuana to uncover the person behind their poisoned cocaine.  Meanwhile, Dutch and Claudette try to track down the man responsible for fire necklacing the captains of two separate gangs.",78261,TV-MA,tt0699537,7.1,897,2018-05-18 21:00:52
769,277875,2,2,Dead Soldiers,2003-01-14,"As Vic gets closer to finding his family, the Strike Team focus their attention to Armadillo after he burns down Tio's HQ.  Now Vic must prevent Claudette from finding out the truth about his connection to Tio and his men.  Meanwhile, Dutch is followed around by the new civilian auditor to solve a meter-maid murder, and Danny and Julien try to clear up issues between feuding neighbors.",78261,TV-MA,tt0699501,7.6,783,2018-06-06 20:14:40
770,277876,2,3,Partners,2003-01-21,"Still fuming from the death of Tio and his brawl with Armadillo, Vic takes a day off and leaves the Strike Team with Aceveda, only to end up helping an old partner bust the man who helped him lose his job.  Meanwhile, Dutch and Claudette search to find the people behind the torture and mutilation of a woman who may still be alive, and Julien fails to back up Danny's side of the story from her shooting.",78261,TV-MA,tt0699521,7.5,898,2018-06-07 11:26:53
771,277877,2,4,Carte Blanche,2003-01-29,"Now that Vic is back to work, he and Shane go undercover as dirty cops to find the man behind a robbery/murder.  Meanwhile, Dutch and Claudette track down an old rival of Claudette's after a turned in gun is connected to a previous case.  And in an attempt to get the Asian vote in the election, David assigns Julien and Danny to watch over a Korean parish.",78261,TV-MA,tt0699492,7.3,869,2018-06-07 11:26:59
772,277878,2,5,Greenlit,2003-02-04,"David works with Vic and the Strike Team to take down a dealer giving heroin to school kids, while Dutch and Claudette help a woman find her Alzheimer addled mother.",78261,TV-MA,tt0699509,7.7,811,2018-06-07 19:07:51
773,277879,2,6,Homewrecker,2003-02-11,"Detectives Wagenbach, Mackey and Wyms investigate a massacre at a women's shelter, and Captain Aceveda works with Lowe on the case of a stolen bicycle.",78261,TV-MA,tt0699510,7.6,812,2018-06-08 19:04:09
774,277880,2,7,Barnstormers,2003-02-18,"Vic and Emma try to help a woman who's in an abusive relationship. Vic and the Strike Team begin to make plans for the money train take down, even though the greenlight still has them on their toes. When David tells Dutch that he embarrassed the department with the Bob and Marcy case and that Claudette is now lead on all their cases, he's forced to take any action necessary to prove himself in a new homicide.  Danny finally makes a stand against Yassirah.",78261,TV-MA,tt0699486,7.4,783,2018-06-08 19:04:26
775,277881,2,8,Scar Tissue,2003-02-25,"When Vic discovers that Ronnie has been burned as payback, the rest of the team does everything they can to put an end to him.  Meanwhile, Claudette makes headway on her investigation against Vic after a conversation with Corrine, and Dutch takes Danny under his wing as they try to find the suspect of a Thai Town beating.",78261,TV-MA,tt0699529,7.7,783,2018-06-09 22:22:49
776,277882,2,9,Co-Pilot,2003-03-04,"Flashback to the first day of the barn. Under pressure to get results, Vic and his new Strike Team make an impression on the streets. Dutch and Claudette realize they make a good team, and David discovers he doesn't have as much power as he thought he would.",78261,TV-MA,tt0699500,7.0,841,2018-06-10 11:20:30
777,277883,2,10,Coyotes,2003-03-11,"When Lanie's report on the Barn is leaked to the press, everyone suddenly fears for their jobs, including David who's mentioned as the reason for most of the problems. Gilroy skips bail and winds up on Vic's doorstep looking for help, so while Vic and Shane deal with him Lemonhead is forced to show the newest member of the Strike Team the ropes. Meanwhile Claudette faces some of her own demons as she and Dutch try to uncover the culprit behind a possible robbery/homicide and Danny comes to a startling realization.",78261,TV-MA,tt0699495,7.2,754,2018-06-10 18:16:33
778,277884,2,11,Inferno,2003-03-18,"With Ronnie's face healed he comes up with a plan to take down the Money Train, and the Strike Team is all in.  Unfortunately, a federal criminal comes back to Farmington, and the Team has to use every connection trick, and resource to bring him in to prove the Barn is still a force.  Meanwhile, Dutch and Claudette investigate the rape of a young girl which leads to information that puts the case in a new light.  Plus, an old friend from the past reappears to make Julien's life hell.",78261,TV-MA,tt0699512,7.4,870,2018-06-10 19:16:04
779,277885,2,12,Breakpoint,2003-03-25,"While the Strike Team puts the finishing touches on the money train take down, Vic goes it alone and works with Dutch and Claudette to find a missing kid. David gets an unwanted visit from the Chief and Julien receives an unpleasant surprise.",78261,TV-MA,tt0699490,7.4,899,2018-06-11 18:14:19
780,277886,2,13,Dominoes Falling,2003-04-01,"When a gang execution hits close to home for Claudette, Vic, Tavon, and Dutch work together to find the culprit before anyone else gets hurt.  Shane, Lemonhead, and Ronnie are forced to choose between hitting the money train without Vic or letting it go.  Meanwhile, Danny receives some life changing news and Julien's harassment reaches a whole new level.",78261,TV-MA,tt0699503,8.0,899,2018-06-12 19:31:55
781,277887,3,1,Playing Tight,2004-03-09,"The Strike team's attempt to play by the book comes to an abrupt end when they discover that two gangs, the Byz Latz and the One-Niners are attempting to alter the balance of power by acquring MP5s.  Claudette and Dutch investigate the murders and feet decapitation of 4 Armenian men by the Armenian mob in their search for the stolen cash from the money train.  Meanwhile, Danny who is doing temp work at a high school while waiting for an appeal, discovers she might me be able to get her old job back.",78261,TV-MA,tt0699524,7.4,927,2018-06-12 19:31:58
782,277888,3,2,Blood and Water,2004-03-16,"Tension within the group begins to mount as the Strike Team attempt to rectify a mistake Vic made when he decided to use some of the cash from the stolen money train during a botched gun-running sting.  Meanwhile, Dutch and Claudette seek the help of a college honor student named Esteban who was the only survivor in the murder of two latin gang members, one of them being his close friend.",78261,TV-MA,tt0699487,7.4,812,2018-06-16 18:34:06
783,277889,3,3,Bottom Bitch,2004-03-23,"A prostitute seeks the help of the police in her quest to bring down her pimp.  Claudette assigns Vic against his wishes to the case, which puts him on the verge of going over the edge.  Dutch uncovers a disturbing trend of rapes and a politician is arrested for solicitation.",78261,TV-MA,tt0699489,7.3,812,2018-06-17 11:08:19
784,277890,3,4,Streaks and Tips,2004-03-30,The newly arrived Decoy Squad and the Strike Team go head to head in the investigation to solve a car-jacking case.  Dutch gets in over his head on an attempted murder case.,78261,TV-MA,tt0699532,7.5,928,2018-06-17 11:58:11
785,277891,3,5,Mum,2004-04-06,Vic struggles with Claudette's new supervision of the Strike Team.  Marked bills lead Aceveda and a federal agent closer to the truth about the Armenian money-train heist in an episode with a recurring motif of people not reporting crimes against them.,78261,TV-MA,tt0699518,7.7,840,2018-06-17 18:16:25
786,277892,3,6,Posse Up,2004-04-13,"When the ex-wife and child of Julien's former partner, Tommy, are murdered, Tommy becomes a suspect, prompting Julien to team up with Mackey to conduct their own investigation. Elsewhere, Shane goes undercover to catch a group attacking gay prostitutes, and Claudette and Dutch investigate a rape case against Aceveda's orders.",78261,TV-MA,tt0699525,7.6,840,2018-06-18 20:51:17
787,277893,3,7,Safe,2004-04-20,"Vic and the Strike Team decide to take risky measures to protect themselves from being linked to the Money Train heist. Unfortunately, their plan is interrupted when one of Vic's open cases is suddenly linked to a Narco Corrido song.",78261,TV-MA,tt0699528,7.4,869,2018-06-22 22:04:41
788,277894,3,8,Cracking Ice,2004-04-27,"An oversight puts Waylon and Trish in serious danger during an undercover job and Claudette is to blame.  Meanwhile, Tommy makes a drastic decision when he realizes nobody in the Barn can help him get back on the job.",78261,TV-MA,tt0699496,7.2,897,2018-06-23 10:58:28
789,277895,3,9,Slipknot,2004-05-04,"When two high profile murders are linked to each other, Aceveda orders Wyms to get the entire Barn involved before gang and racial violence breaks out.  Mackey uses the case to leverage himself and the Strike Team back into the streets of Farmington.",78261,TV-MA,tt0699530,7.4,927,2018-06-23 12:06:39
790,277896,3,10,What Power is...,2004-05-11,"Aceveda finds himself in a near fatal confrontation, and enlists Vic to help him take down the suspects in order to help service his own personal agenda.  Meanwhile after losing her position of power, Claudette rejoins Dutch on the search for the cuddler rapist as they get a stunning break in the case.",78261,TV-MA,tt0699542,7.3,898,2018-06-24 10:57:25
791,277897,3,11,Strays,2004-05-18,"During a routine bust on bangers, Vic and the Team discover a money laundering ring that reaches far and wide in the crime community.  Meanwhile, Dutch takes the chilling confession of the man who was arrested in the serial-rape case, and Danny goes undercover.",78261,TV-MA,tt0699531,7.2,840,2018-06-24 10:58:25
792,277898,3,12,Riceburner,2004-05-25,"When Aceveda assigns The Strike Team to serve a high risk warrant against a mob killer to service his political agenda, they find themselves embroiled in a hostile struggle with the Korean community.  Now the Team must find out how to put an end to the situation before they end up casualties of a racial fued.  Meanwhile, one of Vic's informants works with Danny on finding stolen chairs, while having eyes for her.",78261,TV-MA,tt0699527,7.3,926,2018-06-24 12:20:29
793,277899,3,13,Fire in the Hole,2004-06-01,"When a mole in the treasury department is discovered and the framed suspect in the Armenian money train robbery turns up missing, the Strike team race to find the suspect before their cover is blown.  Meanwhile, Claudette attempts to make amends with the Decoy Squad by going undercover to help them on a case.",78261,TV-MA,tt0699507,7.4,927,2018-06-24 15:36:28
794,277900,3,14,All In,2004-06-08,"With an Armenian hit-man hot on their trail, the Strike team sweeps the streets of the Armenian community to find him before he finds them.  After catching a break, Aceveda's suspicions grow about the Strike Team's involvement with the Money Train robbery.  Meanwhile, Dutch and Claudette investigate a case that could repeal hundreds of convictions, which leaves Claudette having to choose between her conscience and her career.",78261,TV-MA,tt0699483,7.5,984,2018-06-24 18:04:54
795,277901,3,15,On Tilt,2004-06-15,"When Aceveda confirms that the Strike Team is the target of an Armenian mob hit, Mackey must take matters into his own hands.  Meanwhile, Whym's career is on the line when she disobeys Aceveda's orders to put a case to rest that may prove the innocence of convicted felons.",78261,TV-MA,tt0699519,7.7,956,2018-06-24 20:44:04
796,277902,4,1,The Cure,2005-03-15,"Vic is no longer the cop he used to be, acting adrift after his past actions have caught up to him.  The strike team has been dissolved, leaving Mackey to menial busts that keep him off the streets.  When Aceveda moves on to his new City Council position, Captain Monica Rawling takes over the Barn and empowers Vic to implement her controversial anti-gang policies.",78261,TV-MA,tt0699536,7.2,956,2018-08-12 16:08:33
797,277903,4,2,Grave,2005-03-22,"Mackey tries to help an old acquaintance find a wayward teenager, but the search quickly turns ugly when the missing teen appears to have been involved in a shoot-out.  Meanwhile, Shane heads out into the field with his new partner Army, teaching him shady police tactics and seeing how far he'll go to be partnered up.  Plus, Aceveda spends his last day trying to bury Vic for good, which makes things difficult for Rawling trying to take his place.",78261,TV-MA,tt0699508,7.5,956,2018-08-12 16:08:37
798,277904,4,3,Bang,2005-03-29,"With Farmington on the brink of a gang war, Monica and Vic race to find the catalyst and stop the bloodshed, enlisting Antwon's help along the way.  Still in the doghouse, Dutch decides to take action in thawing the relationship between Claudette and the D.A.  Danny and Julien get up close and personal with the Farmington 1-Niners, while Monica looks to Vic for support when the implementation of her property seizure policy challenges her morality.",78261,TV-MA,tt0699485,7.3,753,2018-08-12 16:08:39
799,277905,4,4,Doghouse,2005-04-05,"When Monica puts Vic on the trail of an escaped fugitive in Farmington, he must continue to prove his worth while playing it straight.  Claudette gets suspicious of the D.A's motives when she and Dutch are assigned to investigate a major drug dealer who ends up being a minor offender.  David seeks an illicit outlet for the troubling feelings caused by his rape.  Vic decides to bring Shane closer as his fears about Shane's connection to Antwon Mitchell rise.",78261,TV-MA,tt0699502,7.4,898,2018-08-16 12:53:33
800,277906,4,5,Tar Baby,2005-04-12,"A tip from Lemonhead's juvie would leads Vic and Monica to take down a major heroin operation with connections to Antwon Mitchell.  Monica continues to battle Aceveda as she tries to sell her new policies to the community, and Julien begins to doubt her methods.  Claudette loses trust in Dutch when she suspects he made a backroom deal with the D.A.  And Shane and Army find themselves over their heads with Antwon when he blames them for Vic's heroin bust.",78261,TV-MA,tt0699535,7.6,812,2018-08-16 12:53:36
801,277907,4,6,Insurgents,2005-04-19,"Vic and Monica stake a deal with the DEA to shut down Mitchell's tar heroin operation.  When the bust comes up empty, Vic's suspicions of Shane grow, until Shane proves himself by coming up with a key piece of evidence that reveals a large stash of tar being stored at a local church.  Meanwhile, Dutch and Claudette's friendship continues to feel strain as they try to tie a young woman's murder to a suspected serial killer.  Plus, Julien takes a stand against Monica's policy, then goes to David for support when she suggests he consider transferring out of Farmington.",78261,TV-MA,tt0699513,7.5,841,2018-08-16 12:53:39
802,277908,4,7,Hurt,2005-04-26,"Just as Monica and Vic get close to a big break in the Garage Sting, Chief Phillips unexpectedly hands over the bust to the Organized Crime Unit.  He blames the decision on an emerging PR scandal involving a videotape of Vic at the church bust that was leaked to the Assistant Chief through Aceveda's office.  Vic uses his leverage with the Byz Lats to find a Russian mob leader before the mobster flees the country.  Monica threatens two foster care social workers with jail after a young girl is found close to death in her foster home, then tells Julien if he doesn't put in for a transfer, she'll request one for him herself.",78261,TV-MA,tt0699511,7.6,899,2018-08-16 20:17:25
803,277909,4,8,Cut Throat,2005-05-03,"Monica and Vic rush to get their informants off the street after two C.I's are found brutally murdered.  Meanwhile, as Dutch and Claudette investigate a brutal beating and robbery, a case from the past forces Dutch to take one in the line of duty.  Plus, Vic suspects he's being set up when Shane comes to him after his situation with Antwon and Halpern spins out of control.",78261,TV-MA,tt0699498,7.4,812,2018-08-16 20:17:25
804,277910,4,9,String Theory,2005-05-17,"Monica orders her units to turn the streets of Farmington inside-out when two officers mysteriously disappear after answering a 911 call.  Shane tries to make amends with his old crew after Vic agrees to help him get out from under Antwon, but things don't work out as planned.  Dutch and Claudette convince Monica to let them take active roles in the case of the missing officers, but soon find themselves at a dead end with the only witness being clinically insane.",78261,TV-MA,tt0699533,7.3,812,2018-08-16 21:07:32
805,277911,4,10,Back in the Hole,2005-05-24,"Vic and Monica go head to head with Antwon, and do everything in their power to get him to admit to being involved with the cop killings.  Monica is shocked when Vic and Shane confront her with the information they've been hiding regarding Antwon and Angie's body.  Shane and Army wonder if they'll be able to pass the lie detector test Monica is forcing them to take.  Meanwhile, after another young black woman is murdered, Dutch and Claudette hope to prove their suspicions correct with their recently relocated Texan.",78261,TV-MA,tt0699484,7.6,782,2018-08-17 11:59:53
806,277912,4,11,A Thousand Deaths,2005-05-31,"Vic and the Strike Team use their leverage on the One-Niners to track down anyone involved with the cop killings.  Their hunt leads them down an unexpected path with the Russian mob.  Monica puts pressure on the team to come clean about any of their dealings with Antwon.  Dutch and Claudette investigate a gang shooting and soon realize their key witness is close to the Barn, and has something to hide.",78261,TV-MA,tt0699481,7.5,783,2018-08-17 17:12:45
807,277913,4,12,Judas Priest,2005-06-07,"Vic and his crew track down the Russian who was involved with the cop murders, but they lose control during his interrogation and the hit man dies in an explosion before they can get any answers.  Meanwhile, Aceveda  is blackmailed by the man who assaaulted him.  Plus, Rawling's seizure is on the verge of being shelved.",78261,TV-MA,tt0699515,7.6,840,2018-08-17 20:19:42
808,277914,4,13,Ain't That a Shame?,2005-06-14,"Monica, Vic and the strike team work together to put Antwon Mitchell back behind bars after his deal with the DEA released him from prison.  When Vic reveals his suspicions of David's connection to both Antwon and an inmate's murder, David must protect his political future at any cost.  When the murder of an over-protective father leads Claudette and Dutch back to a foster home they had previously investigated, Monica makes an unpopular decision that helps seal her fate.",78261,TV-MA,tt0699482,7.6,841,2018-08-17 20:40:42
809,277915,5,1,Extraction,2006-01-10,"As racial tension in the area escalates, the Strike Team attempts to end a race war, while Claudette and Dutch investigate a riot at a high school.  Meanwhile, an Internal Affairs officer begins his investigation of Vic and the Strike Team by first zeroing in on Lem.  A pregnant Danny refuses to reveal the identity of the father, and Julien begins training a rookie cop named Tina Hanlon.
",78261,TV-MA,tt0699506,7.4,812,2018-08-18 19:47:46
810,295338,5,9,Ecotone,2005-07-31,"Lawrence Hall Matheson
1971 - 2005
David and Keith begin to feel comfortable in their roles as parents to Durrell and Anthony. Claire shares a common interest with co-worker Ted. Brenda faces common truths. Federico finally understands Vanessa. Feeling liberated after leaving George, Ruth goes camping with Hiram. Nate is checked into the hospital, while the rest of the family (except for Ruth, who is unreachable) waits to hear news from the doctors. Nate enters a brief coma after an operation to repair the damage from his AVM. He appears to be on the path to recovery when he suddenly dies, with only David by his side.",75450,TV-MA,tt0701987,8.2,351,2015-11-18 16:18:10
811,295339,5,10,All Alone,2005-08-07,"Nathaniel Samuel Fisher, Jr.
1965 - 2005
David makes arrangements for Nate's funeral with Ruth and Brenda. Keith makes a humiliating discovery. Brenda must answer a difficult question for Nate's daughter, Maya. Claire reminisces on the past.",75450,TV-MA,tt0701975,8.2,351,2015-11-18 20:18:08
812,296170,5,12,Everyone's Waiting,2005-08-21,"In the series finale, David finally embraces a demon; Keith gives 'tough love'; Nathaniel talks to his younger son; Brenda delivers and fights Nate's negativity; Claire gets an exciting call; and Ted inspires sexy photos.",75450,TV-MA,tt0701989,8.9,405,2015-11-18 22:53:08
813,296310,1,1,The Gang Gets Racist,2005-08-04,"The guys hire Dee's friend, Terrell to promote the bar.  Meanwhile, Charlie tries to prove that he is not a racist.",75805,TV-MA,tt0612823,7.4,1484,2016-08-28 22:20:09
814,296311,1,2,Charlie Wants an Abortion,2005-08-11,"A girl from Charlie's past reveals they have a child together.  Mac sees the benefits in being a pro-life advocate, while Dennis uses an abortion rally to meet women.",75805,TV-MA,tt0612820,7.7,1120,2016-08-28 22:20:14
815,296312,1,3,Underage Drinking: A National Concern,2005-08-18,"After reminiscing about high school, the guys conclude that it would be a public service if they allowed teens to drink in the bar, thus providing a safe and controlled environment for teens to party. Feeling that she missed out on a lot as a teenager due to having to wear a brace for her scoliosis, Dee begins dating a high school jock.",75805,TV-MA,tt0612824,7.6,1120,2016-08-29 11:18:08
816,296313,1,4,Charlie Has Cancer,2005-08-23,"After discovering that he might have cancer, Mac and Dennis attempt to find a woman who will sleep with Charlie.  In the midst of their search, Mac falls in love with a transsexual he meets at the bar named Carmen.  Overwhelmed by the extra workload that she had to take on since Charlie has taken a leave of absence, Dee tries to get Dennis to hire a recently out of work actress friend to help out.",75805,TV-MA,tt0612819,7.6,1148,2016-08-29 11:18:08
817,296314,1,5,Gun Fever,2005-08-30,The guys buy a gun after the bar's safe is stolen.,75805,TV-MA,tt0612822,7.5,1372,2016-08-29 11:18:08
818,296315,1,6,The Gang Finds a Dead Guy,2005-09-08,Mac and Dennis befriend a patron found dead at their bar in order to win the affection of his granddaughter.,75805,TV-MA,tt0612821,7.7,1148,2016-08-29 11:18:08
819,297887,7,2,Health Insurance,2005-10-07,"When Hal forgets to pay the family's health insurance, the company will not reinstate it until Monday, so he panics and locks the boys in their room to keep them from getting hurt.",73838,TV-PG,tt0640339,7.2,360,2015-10-07 12:25:38
820,297888,7,3,Reese vs. Stevie,2005-10-14,"When Hal catches Dewey smoking, he makes a deal with him that he will stop drinking coffee if Dewey quits smoking.",73838,TV-PG,tt0784702,7.7,270,2015-10-07 12:25:38
821,297889,7,4,Halloween,2005-10-28,Reese and Malcolm try to perform the ultimate Halloween prank.,73838,TV-PG,tt0640337,6.4,360,2015-10-07 12:25:38
822,297890,7,5,Jessica Stays Over,2005-11-04,"When Jessica goes through some family troubles, Lois agrees to let her stay at the house, making the boys crazy.",73838,TV-PG,tt0640350,7.5,450,2015-10-07 12:25:38
823,297891,7,6,Secret Boyfriend,2005-11-11,"When Malcolm gets paired with a dimwitted beauty as his chemistry partner, he thinks it's a recipe for disaster, but when she reveals her feelings for him, sparks fly. They agree to keep their romantic experiment under wraps until Malcolm realizes that she's just embarrassed to be dating him. Meanwhile, Lois demands that Reese get a job, and she kicks him out of the house to prove that she means business.",73838,TV-PG,tt0640397,7.0,270,2015-10-07 12:25:38
824,297978,4,12,Perfect Castaway,2005-09-18,"When Peter and the guys decide to go fishing, they end up caught in a storm. Stranded on a desert island, their families fear the worst. Rescued by a cruise ship months later, Peter surprises Lois at home, where he finds out that she has a new husband.",75978,TV-MA,tt0576971,7.5,1377,2015-10-07 12:18:19
825,297989,1,1,The Train Job,2002-09-20,"Serenity continues to travel through space conducting illegal runs across the star system, which is under the control of The Alliance. A powerful and fearsome mobster named Adelei Niska demands that the crew of Serenity pull a train robbery. The train is carrying medical supplies for a community, and Reynolds and Zoe get held on suspicion. They get free with Inara's help but realize they were tricked and try to return Niska's money. His henchman isn't too happy, but Mal ""persuades"" the next guy to take the money back. Meanwhile, two blue-handed, black-suited operatives close in on River.",78874,TV-14,tt0579539,8.1,4523,2017-04-26 20:12:54
826,297990,1,2,Bushwhacked,2002-09-27,"On a salvage mission aboard a drifting colony ship, the Serenity crew find signs that the crew were killed by the cannibalistic Reavers. They find one survivor, but things take a turn for the worse when an Alliance ship looking for an unspecified Firefly-class ship with brother-and-sister stowaways shows up and takes them in.",78874,TV-14,tt0579528,8.1,3652,2017-04-26 21:20:42
827,297991,1,3,Our Mrs. Reynolds,2002-10-04,"While completing a job on a backwater world, Mal is married to a village girl without his knowledge. The girl, Saffron, gets onboard and the crew does not find her until they're already in the air. Mal is not sure what to do with her, but let her come along.",78874,TV-14,tt0579532,8.0,3772,2017-04-28 21:27:57
828,297992,1,4,Jaynestown,2002-10-18,"Serenity sets down at the mudder colony of Canton where it turns out Jayne is a hero for having dropped a bunch of money there years ago that he and his partner Stitch stole from the local magistrate. The drop was unintentional but Jayne doesn't turn down the attentions. Meanwhile, Kaylee and Simon dance, River rewrites Book's bible, and Inara beds the magistrate's son, a virgin.",78874,TV-14,tt0579530,7.9,3472,2017-05-25 20:27:37
829,297993,1,5,Out of Gas,2002-10-25,"In a delirious state after Serenity's engine explodes, draining the ship of its oxygen supply, Mal has a series of flashbacks about how he came to own Serenity and form his crew. ",78874,TV-14,tt0579533,8.3,3651,2017-05-25 21:17:05
830,297994,1,6,Shindig,2002-11-01,"On the planet Persephone the crew contact their old ""friend"" Badger the ruthless crime lord to transport some goods on behalf of a local lord. While at a ball to arrange a transport job with the lord, Mal defends Inara's honor when her current customer insults her. By local custom he unintentionally challenges her date, Atherton Wing, to a duel.",78874,TV-14,tt0579537,8.1,3292,2017-04-27 07:44:31
831,297995,1,7,Safe,2002-11-08,"On a planet, Simon is kidnapped by locals who need a doctor, while River is threatened with burning as a witch.",78874,TV-14,tt0579534,7.9,3321,2017-04-28 20:20:40
